dwarka is also a dhaam among the chaar dhaams	द्वारका चार धामों में एक धाम भी है
its description is in the record found in chirawa	इसका उल्लेख चीरवा से प्राप्त अभिलेख में है
kalyanpur is located at a distance of kilometres south of udaipur and has been popular as a shaivapeetha	कल्याणपुर उदयपुर के दक्षिण में किलोमीटर दूर स्थित है तथा शैवपीठ के रुप में लोकप्रिय रहा है
at present the temple is in extreme dilapidation	वर्त्तमान में मंदिर अत्यंत जीर्ण अवस्था में है
according to found records it has been determined to be of th century	प्राप्त अभिलेखों के आधार पर इसे वीं शताब्दी का निश्चित किया गया है
the statues of the temple are made of parewa stone having some greenishness	मंदिर की मूर्तियाँ कुछ हरापन लिए हुए काले परेवा पत्थर की बनी है
the statues of the temple are at present conserved in the pratap museum and m college udaipur	मंदिर की मूर्तियाँ वर्त्तमान में प्रताप संग्रहालय तथा एमबी कॉलेज उदयपुर में संरक्षित हैं
ahar mewar region is an important place from the point of view of sculpture	आहड़ मेवाड़ क्षेत्र का मूर्तिकला की दृष्टि से एक महत्वपूर्ण स्थान है
the ancient names of ahar mewar region is aghatpur atpur and gangodbhed tirtha	आहड़ मेवाड़ क्षेत्र का प्राचीन नाम आघाटपुर आटपुर तथा गंगोद्भेद तीर्थ है
this was a major center of vaishnav sect in the th th century	यह वीं वीं शताब्दी में वैष्णव संप्रदाय का एक प्रमुख केन्द्र था
mention of a vishnu temple is found in a record of a samvat found in ahar	आहड़ से प्राप्त ई संवत् के एक अभिलेख से एक विष्णु के मंदिर का उल्लेख मिलता है
a statue of adi varaha was installed in ahar by a vaishnav devotee	आहड़ में एक वैष्णव भक्त द्वारा आदि वराह की प्रतिमा स्थापित करवाई गई थी
there was a sun temple in ahar	आहड़ में एक सूर्य मंदिर भी था
the proof of the sun temple is found in a record mentioning the contribution of drammas	सूर्य मंदिर का प्रमाण द्रम्मों के दान का उल्लेख करने वाले एक अन्य अभिलेख से मिलता है
in another temple the laxminarayana form of vishnu was worshipped which is now known with the name of mirabai temple	एक अन्य मंदिर में विष्णु के लक्ष्मीनारायण रुप की अर्चना होती थी जिसे अब मीराबाई मंदिर के नाम से जाना जाता है
besides the statues of brahma savitri laxmi narayan sitting on barud uma maheshwar seated on nandi etc in the outer crevices of the temple the scenes of contemporary social life have also been presented	मंदिर के बाह्य ताखों में ब्रम्हासावित्री गरूड़ पर बैठे लक्ष्मीनारायण नंदी पर आसीन उमामाहेश्वर आदि की प्रतिमाओं के अतिरिक्त मेवाड़ के तत्कालीन सामाजिक जीवन के दृश्यों को भी प्रस्तुत किया गया है
unwas is famous for the durga temple	उनवास दुर्गा मंदिर के लिए प्रसिद्ध है
unwas is situated near haldi ghati kilometres away from udaipur	उनवास उदयपुर से किमी दूर हल्दी घाटी के निकट स्थित हैं
the durga temple of unwas is renowned with the name of pippaladmata in the common mass	जन सामान्य में उनवास का दुर्गा मंदिर पिप्पलादमाता के नाम से विख्यात है
the durga temple of unwas built in th century is contemporary of the ambika temple of jagat and this is supposed to be built in the regime of a guhil ruler allat	वीं सदी में निर्मित उनवास का दुर्गा मंदिर जगत का अम्बिका मंदिर का समकालीन है तथा यह एक गुहिल शासक अल्लट के राज्यकाल में निर्मित माना जाता है
the durga temple of unwas is counted in the group of the temples of jhalarapatan and jagat built under the matripuja tradition	उनवास के दुर्गा मंदिर की गणना मातृपूजा परंपरा के अंतर्गत बने झालरापाटन तथा जगत के मंदिर समूहों में की जाती है
in the group of the temples of jhalarapatan and jagat a form of shakti was worshipped uniquely	झालरापाटन तथा जगत के मंदिर समूहों में एकान्तिक रूप से शक्ति के किसी रूप की ही अर्चना की जाती थी
in this the mahishmardini form as peaceful and the grandness of varada form has been presented	इसमें दुर्गा के महिषमर्दिनी स्वरुप को शांत व वरद रूप की दिव्यता को प्रस्तुत किया गया है
compared to sculpture the above mentioned temple of unwas is more important for the study of the development of meaning in architecture	मूर्तिकला की अपेक्षा वास्तुकला के अभिप्रायों के विकास के अध्ययन के लिए उनवास का उपरोक्त मंदिर अधिक महत्वपूर्ण है
there is a lack of decorative meanings of the back of the temple	मंदिर की पीठिका के अलंकरणात्मक अभिप्रायों का इस मंदिर में अभाव है
situated kilometres away from udaipur jagat is known for historical ambika temple	उदयपुर से किलोमीटर दूर स्थित जगत ऐतिहासिक अंबिका मंदिर के लिए जाना जाता है
there are three main parts of this group of temple seminary canopy main temple and a small temple built on the waterway of the main temple	इस मंदिर समूह के तीन प्रमुख अंग हैं सभामंडप मुख्य मंदिर तथा मुख्य मंदिर की जल प्रणालिका पर बना छोटा मंदिर
the use of seminary canopy would have been for musical performances in occasions of the goddess	सभामंडप का उपयोग देवी के उपलक्ष्य में नृत्यगीतादि सभाओं के लिए होता होगा
both the pillars of the entrance are also almost extinct	प्रवेश द्वार के दोनों स्तंभ भी समाप्त प्रायः हैं
a statue of alaskanya standing on the upper part of these pillars was depicted	इन स्तंभों के ऊपरी भाग पर कमल पर खड़ी अलसकन्या की प्रतिमा अंकित थी
the carved meanings of the peethika is still safe	पीठिका के उत्कीर्ण अभिप्राय अभी भी सुरक्षित है
situated kilometres away from udaipur nagda has been the ancient capital of guhil rulers	उदयपुर से किमी दूर स्थित नागदा गुहिल शासकों की प्राचीन राजधानी रह चुकी है
the record of a samvat certifies the anciency of the nagada place	ई संवत् का अभिलेख नागदा स्थान की प्राचीनता को प्रमाणित करता है
at the same time based on the style of archaeological materials nagda does not appear to be so ancient	वहीं पुरातात्विक सामग्री की शैली के आधार पर नागदा उतना प्राचीन प्रतीत नहीं होता
possibly ancient monuments would have dilapidated with time	संभवत प्राचीन स्मारक समय के साथ नष्ट हो गये होंगे
saas temple is big in size	सास मंदिर आकार में बड़ा है
as the guhil rulers were suryavanshi this temple of nagda has been dedicated to vishnu	गुहिल शासकों के सूर्यवंशी होने के कारण नागदा के इस मंदिर को विष्णु को समर्पित किया गया है
a four armed vishnu statue is honourably installed in the main crevice of the back of the sanctum sanctorum	गर्भगृह के पृष्ठभाग की प्रमुख ताख में एक चतुर्भुज विष्णु प्रतिमा प्रतिष्ठित है
on the external parts of both the temples depiction of making up men and women have been done	दोनों मंदिरों के बाह्य भाग पर श्रृंगाररत नरनारियों का अंकन किया गया है
a shakti temple is built on the right side corner of the saas temple in which different forms of shakti have been depicted	सास मंदिर के दाईं ओर के कोने पर एक शक्ति मंदिर निर्मित हैं जिसमें शक्ति के विविध रूपों का अंकन किया गया है
another group of temples near nagda itself is known with the name of eklinga or kailashpuri	नागदा के पास ही एक अन्य मंदिर समूह एकलिंग या कैलाशपुरी के नाम से जाना जाता है
the inscription found from the lakulish temple of nagda is of a and this is the most ancient	नागदा के लकुलीश मंदिर से प्राप्त शिलालेख ई का है और यह सर्वाधिक प्राचीन है
other temples are of th century	अन्य मंदिर वीं शताब्दी के हैं
tus is located on the banks of the berach river near udaipur and the sun temple here has an important place in the study of sculpting tradition	टूस उदयपुर के समीप बेड़च नदी के तट पर स्थित है तथा यहाँ का सूर्य मंदिर मूर्तिकला परंपरा के अध्ययन में विशेष महत्व रखता है
in comparison with the vaishnav sect the sun worship was less popular in the mewar region	वैष्णव संप्रदाय की तुलना में सूर्य पूजा का मेवाड़ क्षेत्र में कम प्रचलन था
a beautiful landmass located between the western side of the arabian sea and the sahyadri mountain ranges is known by the name of kerala	पश्चिमी सीमा पर अरब सागर और सह्याद्रि पर्वत श्रृंखलाओं के मध्य स्थित एक खूबसूरत भूभाग को केरल के नाम से जाना जाता है
the area of the state of kerala is square kilometres	केरल राज्य का क्षेत्रफल वर्ग किलोमीटर है
malayalam language is spoken in kerala	केरल में मलयालम भाषा बोली जाती है
recognized due to its culture and language specialties kerala has an important place among the four states situated in the south of india	अपनी संस्कृति और भाषा वैशिष्ट्य के कारण पहचाने जाने वाले भारत के दक्षिण में स्थित चार राज्यों में केरल प्रमुख स्थान रखता है
major neighboring states of kerala are tamil nadu and karnataka	केरल के प्रमुख पड़ोसी राज्य तमिलनाडु और कर्नाटक हैं
the landmass known by the name of mayyazhi mahe of the state of pondicherry puducchery is also under the kerala state	पोंडिच्चेरी पुतुच्चेरी राज्य का मय्यष़ि माहि नाम से जाना जाने वाला भूभाग भी केरल राज्य के अन्तर्गत स्थित है
the national territory of lakshadweep situated in the arabian sea also has an unbreakable relation with kerala in view of the language and culture	अरब सागर में स्थित केन्द्र शासित प्रदेश लक्षद्वीप का भी भाषा और संस्कृति की दृष्टि से केरल के साथ अटूट संबंध है
before the achievement of independence there were estates of kings in kerala	स्वतंत्रता प्राप्ति से पूर्व केरल में राजाओं की रियासतें थीं
in july the state of tirukochi was constituted by joining the estates of tiruvitankur and cochin	जुलाई में तिरुवितांकूर और कोच्चिन रियासतों को जोडकर तिरुकोच्चि राज्य का गठन किया गया
at that time the region of malbar was only a district of the madras state present tamilnadu	उस समय मलबार प्रदेश मद्रास राज्य वर्तमान तमिलनाडु का एक जिला मात्र था
in november malbar was also joined with tirukochi and thus the present kerala was established	नवंबर में तिरुकोच्चि के साथ मलबार को भी जोड़ा गया और इस तरह वर्तमान केरल की स्थापना हुई
thus by constituting aikya keralam the long time desire of the people of this part of land was fulfilled	इस प्रकार ऐक्य केरलम के गठन के द्वारा इस भूभाग की जनता की दीर्घकालीन अभिलाषा पूर्ण हुई
kerala can be proud of its ancient history long time foreign trade relation and the rich tradition of science and arts	केरल अपने प्राचीन इतिहास दीर्घकालीन वैदेशिक व्यापारिक संबंध और विज्ञान एवं कला की समृद्ध परंपरा पर गर्व कर सकता है
in view of literacy kerala has an important place in the whole country	साक्षरता की दृष्टि से केरल का पूरे देश में महत्वपूर्ण स्थान है
kerala has an important place in the areas of social justice health level men women equality and obedience of law education etcetera	सामाजिक न्याय स्वास्थ्य स्तर स्त्री पुरुष समानता और कानून के पालन शिक्षा आदि क्षेत्रों में केरल का प्रमुख स्थान है
the most important thing is that infant mortality rate is the lowest in kerala	सबसे महत्वपूर्ण बात यह है कि शिशुमृत्युदर केरल में सबसे कम है
due to more rains the water mass of the kerala region is rich and the land here is always covered with greenery	अधिक वर्षा के कारण केरल प्रदेश की जलराशि समृद्ध है और यहाँ की भूमि सदैव हरियाली से युक्त रहती है
due to excellent weather the good facility of transport and the rich cultural tradition the state of kerala is famous among tourists	उत्कृष्ट जलवायु यातायात की अच्छी सुविधाओं और समृद्ध सांस्कृतिक परंपराओं के कारण केरल राज्य पर्यटकों में लोकप्रिय है
not only this other specialties of kerala are wakened political awareness the impact of media the capacity to absorb other cultures etc	यही नहीं केरल की अन्य विशेषताएँ हैं प्रबुद्ध राजनैतिक चेतना संचार माध्यमों का प्रभाव अन्य संस्कृतियों को आत्मसात करने की क्षमता आदि
famous for mutual religious respect kerala is the confluence land of different cultures	धार्मिक सौहार्द के लिए प्रसिद्ध केरल विभिन्न संस्कृतियों की संगम भूमि है
there is no unanimous opinion among scholars on the issue of the derivation of the word kerala	केरल शब्द की व्युत्पत्ति को लेकर विद्वानों में एकमत नहीं है
it is said that the word kerala has been formed with the combination of the words chersthal keechad and alampradesh	कहा जाता है कि चेरस्थल कीचड़ और अलमप्रदेश शब्दों के योग से केरल शब्द बना है
there is another meaning of kerala the land that came out of the sea	केरल शब्द का एक और अर्थ है वह भूभाग जो समुद्र से निकला हो
the confluence place of the sea and the mountain is also called kerala	समुद्र और पर्वत के संगम स्थान को भी केरल कहा जाता है
ancient foreign wanderers have addressed this place with the name of malbaar as well	प्राचीन विदेशी यायावरों ने इस स्थल को मलबार नाम से भी सम्बोधित किया है
the culture of kerala is thousands of years old	केरल की संस्कृति हज़ारों साल पुरानी है
in the beginning people used to live in hilly areas	प्रारंभ में लोग पहाड़ी इलाकों में रहते थे
some ruins of the ancient stone age have been found from some parts of kerala	केरल के कुछ भागों से प्राचीन प्रस्तर युग के कतिपय खण्डहर प्राप्त हुए हैं
besides the ancient ruins the megalithic commemorative volumes also give authentic information about the human life in kerala	प्राचीन खण्डहरों के अतिरिक्त महाप्रस्तर स्मारिकाएँ भी केरल में मानव जीवन की प्रामाणिक जानकारियाँ देती हैं
these megalithic memorabilias are found mostly in the form of crematorium	ये अधिकतर श्मशान रूप में प्राप्त होती हैं
many crematoriums of the ancient stone age have been found here	यहाँ पर प्राचीन महाप्रस्तर काल के अनेक श्मशानस्थल खोजे गये हैं
these are known with the names as kudakkallu umbrellashaped cliffs toppikkallu capshaped stones kalmesha table made of stone muniyara shed of saints nannangadi pit of ashes etc	जिन्हें कुडक्कल्लु छत्राकार शिलाएँ तोप्पिक्कल्लु टोपी नुमा शिलाएँ कल्मेशा पत्थर से बनी मेज़ मुनियरा मुनियों की कोठरी नन्नङाडि भस्मकुंभ आदि नामों से जाना जाता है
their period is supposed to be from b to	इनका काल ईं पूर्व से तक माना जाता है
most of commemorative volumes of the megalithic age have been found from the hilly areas	अधिकतर महाप्रस्तर युगीन स्मारिकाएँ पहाड़ी क्षेत्रों से प्राप्त हुई
so it is proved that the residence of the humans was in kerala from the most ancient times	अतः यह सिद्ध होता है कि केरल में अतिप्राचीन काल से मानव का वास था
the second stage of the development of the living centers in kerala is supposed to be the sangam age	केरल में आवास केन्द्रों के विकास का दूसरा चरण संघमकाल माना जाता है
this is the very age of the formation of ancient tamil literature	यही प्राचीन तमिल साहित्य के निर्माण का काल है
sangam age continued from a to a	संगमकाल सन् ई से ई तक रहा
it is in this period that people coming from other provinces started settling down in kerala and the propagation of buddhism and jainism occurred	इसी काल में भारत के अन्य प्रान्तों से भी आकर लोग केरल में बसने लगे तथा बौद्ध और जैन धर्मों का प्रचार हुआ
the brahmin arrival also happened in this very period	ब्राह्मण आगमन भी इसी काल में हुआ
there were overall settlements of the brahmins in different areas of kerala in those days	उन दिनों केरल के विभिन्न क्षेत्रों में ब्राह्मणों की कुल मिलाकर बस्तियाँ थीं
the christian religion had reached kerala by the first century of jesus	ईसा की पहली शताब्दी तक केरल में ईसाई धर्म भी पहुँच गया था
in ad christian faithful of the seven tribes of western asia under the leadership of thomas of kanaye came and settled in kerala	सन् में कानायि के थॉमस के नेतृत्व में पश्चिम एशिया के सात कबीलों के ईसाई धर्मावलम्बी केरल आकर बसे
christian religion propaganda got strength in kerala with the seven tribes of the western asia	पश्चिम एशिया के सात कबीलों से केरल में ईसाई धर्म प्रचार को बल मिला
the citizen of kerala got acquainted with the islam religion since eighth century itself	आठवीं ईस्वीं से ही केरलवासी इस्लाम धर्म से परिचित हो गए
the historians considered the ancient kerala as a part of the tamil region	प्राचीन केरल को इतिहासकार तमिल भूभाग का अंग समझते थे
the main elements which helped in the independent development of kerala are the citizen s love for nature the development of residential centers rise of industrial center and language enrichment	केरल के स्वतंत्र विकास में जो तत्व सहायक हुए हैं उनमें मुख्य हैं निवासियों का प्रकृति प्रेम आवास केन्द्रों का विकास उत्पादन केन्द्रों का उदय और भाषाई समृद्धि
a lot of social changes occurred in kerala when the control of agriculture and resources came in the hands of landlords	जब कृषि और संसाधन का नियंत्रण ज़मींदारों के हाथों में आ गया तब केरल में अनेक सामाजिक परिवर्तन हुए
as a result development from small estates to large states took place	परिणामस्वरूप छोटी रियासतों से लेकर बड़े राज्यों का विकास हुआ
thus the history of kerala is the history of empires and wars	इस तरह केरल का इतिहास साम्राज्यों और युद्धों का इतिहास है
it is a history of language and literature	भाषा और साहित्य के विकास का इतिहास है
it is the history of the arrival of foreign armies and becoming their long term colony it is the history of the casteism and exploitation	विदेशी सेनाओं के आगमन तथा उनके दीर्घकालीन उपनिवेश बन जाने का इतिहास है जातिपाँति और शोषण का इतिहास है
it is the history of the progress occurring in education and promotion taking place in the scientific areas	शिक्षा में हुई प्रगति और वैज्ञानिक क्षेत्रों में हुई तरक्की का इतिहास है
it is the history of commercial progress and social renaissance and the emergence of democratic institutions	व्यापारिक प्रगति और सामाजिक नवजागरण और जनतांत्रिक संस्थाओं के आविर्भावों का इतिहास है
for the sake of convenience the history of kerala can be divided into three parts ancient middle age and modern age	सुविधा की दृष्टि से केरल के इतिहास को प्राचीन मध्यकालीन एवं आधुनिक कालीन तीन भागों में विभाजित कर सकते हैं
kerala is rich with rare vegetation and animals and bushes	केरल दुर्लभ वनस्पतियों और पशुओं से युक्त झाड़ियों से युक्त स्थान है
though there are large trees also here but chinnar is appropriate for all the bushes here	यद्यपि यहाँ बडे़बड़े वृक्ष भी हैं चिन्नार फिर भी यहाँ की सभी झाड़ियों के लिए उपयुक्त है
rare brown colored squirrels which are on the verge of extinction is found here	यहाँ भूरे रंग की लुप्त प्राय होती जा रही दुर्लभ गिलहरियाँ भी मिलती हैं
the number of these squirrels giant grizzled squirrel of india in the world is about	विश्व में इन गिलहरियों की संख्या लगभग है
here rain ensues very less in comparison with other wild areas of kerala	केरल के अन्य वनक्षेत्र की अपेक्षा यहाँ बहुत कम वर्षा होती है
rain ensues here only days on an average in a year	यहाँ वर्ष में औसतन दिन ही वर्षा होती है
a place named chandanakkadu near chinnar is appropriate for wildlife view	चिन्नार के समीपस्थ चन्दनक्काडु नामक स्थान वन्यजीव दर्शन के लिए उपयुक्त है
wild oxen can be seen in this dense forest	इस घने जंगल में गौरों को देखा जा सकता है
elephant leopard hanumanmonkey peacock etc are seen on both sides of the road	हाथी चीतल हनुमानबंदर मोर आदि मार्ग के दोनों ओर दिखाई देते हैं
the nearest railway station ernakulam k	निकटतम रेलवे स्टेशन एरणाकुलम किमी
the nearest airport kochhi international airport k	निकटतम एयरपोर्ट कोच्चि अन्तर्राष्ट्रीय हवाई अड्डा किमी
this place is filled with fields of large grass and shady trees	यह स्थान बड़े बड़े घास के चौगानों और छायादार वृक्षों से युक्त है
spread in about square kilometres this national park is very charming	करीब वर्ग किमी क्षेत्रफल में फैला यह राष्ट्रीय उद्यान अति मनोहर है
this is the natural living place of the nilgiri cow	यह नीलगीरि गाय का नैसर्गिक निवास स्थान है
the nilgiri cow is becoming extinct now	अब नीलगीरि गाय लुप्त प्राय होती जा रही है
here animals like nilgiri long tailed monkey short tailed monkey leopard tiger etc are also found	यहाँ नीलगिरि लंगूर लघु पुच्छ वानर चीता व्याघ्र आदि जानवर भी मिलते हैं
this region is specially conserved so tourists can only enter the tourist area	यह क्षेत्र विशेष संरक्षित है अत पर्यटक केवल पर्यटकक्षेत्र में ही प्रवेश कर सकते हैं
there is no permission to go there during the time of monsoon	मानसून के समय वहाँ जाने की अनुमति नहीं है
gavi is internationally acclaimed ecotourism center	गावि अन्तर्राष्ट्रीय स्तर पर प्रसिद्धी प्राप्त करने वाला इकोटूरिज्म केन्द्र है
gavi is under the kerala forest development centre	गावि केरल वन विकास केन्द्र के अधीन है
the world tourism organization called alistair international has emphasized on the necessity of tourism by the tourists in this area	एलिस्टेयर इन्टरनेशनल नामक विश्व पर्यटन संस्था ने पर्यटकों को इस क्षेत्र में पर्यटन करने की आवश्यकता पर बल दिया
gavi is an appropriate place for wild animal observation tracking etc	गावि वन्यपशु निरीक्षण ट्रेकिंग आदि के लिए उपयुक्त स्थान है
local people work cheap for all the works starting from erecting the tent in the forest to providing ready food in gavi	गावि में वन में तम्बू लगाने से लेकर भोजन तैयार करके देने का काम स्थानीय लोग सस्ते दामों पर करते हैं
the travel of gavi starts from the middle of the tea gardens	गावि की यात्रा चाय के बागानों के बीच से शुरु होती है
crossing the places like mundakkayam kuttikkanam peerumedu etc we go to gavi through vandiperiyar	मुण्डक्कयम कुट्टिक्कानम पीरुमेडु आदि स्थानों को पार करते हुए वण्डिप्पेरियार से गावि को जाया जाता है
one can stay in the ecolodge named green manson after reaching gavi	गावि पहुँचने पर ग्रीन मैनशन नामक इको लॉज में ठहरा जा सकता है
if you want to stay in tents after establishing it near a tree or houses made on trees it is also possible	यदि आप पेड़ों के पास तम्बू लगाकर या फिर पेड़ पर बने घरों में रहना चाहें तो यह भी संभव हैं
gavi lake is near ecolodge	इको लॉज के पास गावि सरोवर है
there is boating facility here	यहाँ बोटिंग की सुविधा है
forest field of grass hills valleys garden of cardamom plants etc are seen around the lake	सरोवर के चारो तरफ वन घास के मैदान पहाडियाँ घाटियाँ इलायची के बागान पेड़पौधे आदि दिखाई देते हैं
animals like the nilgiri cow short tailed monkeys etc can be seen at a very close distance	नीलगिरि गाय लघु पुच्छ वानर आदि पशुओं को बहुत ही निकट से देखा जा सकता है
overall species of birds live here including malmusshkki the bird whose sound echoes in the hills the pied cuckoo woodpecker the blue jay etc	यहाँ मलमुष़क्कि वह चिड़िया जिसकी आवाज़ पहाड़ी में गूँजती है चातक कठफोडवा नील कंठ आदि कुल मिलाकर पक्षियों की प्रजातियाँ रहती हैं
coming out of gavi we can go ahead	गावि से निकल कर आगे जाया जा सकता है
animals coming out in the night can also be seen by traveling kollur gavi grass gardens kochhu pampa pachhakkanam etc	कोल्लूर गावि घास के बगीचों कोच्चु पम्पा पच्चक्कानम आदि स्थानों की यात्रा करके रात में निकलने वाले जीव जन्तुओं को भी देखा जा सकता है
living in gavi tree house and tents etc one also gets the opportunity to savor the wildlife	गावि ट्री हाउस और तम्बू आदि में रहते हुए वन जीवन के रसास्वादन का अवसर भी मिलता है
gavi is k from vandiperiyar and k from tekkadi	गावि वण्डिप्पेरियार से किमी और तेक्कडि से किमी है
echo point is very appropriate place for adventure tourism and tracking	इक्को प्वाइंट साहसी पर्यटन एवं ट्रेकिंग के लिए बहुत ही उपयुक्त स्थान है
echo point falls on the way from munnar to top station	मुन्नार से टोप स्टेशन को जाने के रास्ते में इक्को प्वाइंट पड़ता है
the area of echo point is surrounded with hills like mankunnu kodiyatturmala tonippara etc and is appropriate for tracking	इक्को प्वाइंट का क्षेत्र मांकुन्नु कोडियत्तूरमला तोणिप्पारा आदि पहाड़ियों से घिरा हुआ है तथा ट्रेकिंग के लिए उपयुक्त है
ilvishapunchira is near kanjar	इलवीष़ापुंचिरा कांजार के निकट है
going to kanjara from palaya of kottayam district is easy	कोट्टयम जिला के पालाय से कांजार जाना आसान है
a fascinating waterfall forms with the water falling from a height of metres along with a fierce roar in kanjar	कांजार में मीटर की ऊँचाई से घोर गर्जना के साथ गिरते जल से एक मनोहारी जलप्रपात बनता है
kanjar waterfall remains filled with water whole year	कांजार जलप्रपात पूरे वर्ष जलयुक्त रहता है
kanjar is appropriate for tracking	कांजार ट्रेकिंग के लिए उपयुक्त है
enough amount of herbs are found in kanjar	कांजार में पर्याप्त मात्रा में जड़ीबूटियाँ प्राप्त होती हैं
attukal presents a fascinating scene with waterfall curvy hills	जलप्रपात ऊँचीनींची पहाड़ियों से युक्त आट्टुकल मनोरम दृश्य उपस्थित करता है
if you want to visit the whole of goa in the shortest time and with the least money then take the services of the tourist buses	अगर पूरा गोवा कम से कम समय और पैसे में घूमना चाहते हैं तो वहाँ टूर करवाने वाली बसों की सेवा लें
kanjar is in between munnar and pallivasal	कांजार मुन्नार और पल्लिवासल के बीच में है
the natural place for sandal trees in kerala is marayur	केरल में चन्दन वृक्षों का नैसर्गिक स्थान है मरायूर
the visiting places of marayur are the sandal factory of the forest department the caves decorated with the stone age images the shady banyan tree expanding over one hectare etc	मरायूर के दर्शनीय स्थान हैं वन विभाग का चन्दन फैक्टरी प्रस्तर युगीन चित्रों से सज्जित गुफाएँ एक हेक्टेयर ज़मीन पर फैला हुआ छायादार बरगद का पेड़ आदि
tuvanam waterfall rajeev gandhi national park etc are situated near marayur	तूवानम जलप्रपात राजीव गांधी राष्ट्रीय उद्यान आदि मरायूर के निकट हैं
the archaeological supremacy of marayur is also no less than others	मरायूर का पुरातात्त्विक प्राधान्य भी कम नहीं
stone age caves and several ancient graves have been excavated here	यहाँ प्रस्तरयुगीन गुफाएँ और अनेक प्रचीन कब्रें खोद कर निकाली गई है
indoswiss dairy farm is one of the visiting places in mattuppetti	माट्टुप्पेट्टि के दर्शनीय स्थानों में एक इन्डोस्विस डेयरी फार्म है
the indoswiss dairy farm of mattuppetti has been built metres above the sea level	माट्टुप्पेट्टि का इन्डोस्विस डेयरी फार्म समुद्र तल से मीटर की ऊँचाई पर बनाया गया है
there are modern cowsheds in indoswiss dairy farm	इन्डोस्विस डेयरी फार्म में आधुनिक गोशालाएँ हैं
from these modern cowsheds only three cowsheds have been opened for tourists	इन आधुनिक गोशालाओं में से केवल तीन ’ गोशालाएँ ’ पर्यटकों के लिए खोली गई हैं
other sights here are mattupetti dam lake the kundala tea garden kundala lake etcetera	यहाँ के दूसरे दृश्य हैं माट्टुप्पेट्टि बाँध सरोवर कुण्डला चाय बागान कुण्डला सरोवर आदि
d has managed the boat travel in this lake	डीटीपीसी ने इस सरोवर में बोट यात्रा की व्यवस्था की है
the center of pallivasal water electricity plan of is situated near mattupetti	पल्लिवासल जल विद्युत योजना का केन्द्र चित्रपुरम माट्टुप्पेट्टि के समीप है
munnar is one of the popular hill stations of india	भारत के प्रसिद्ध हिल स्टेशनों में एक है मुन्नार
the natural splendor of munnar drenching the heart and soul with pleasure is indescribable	तन मन को आनंद से सराबोर करने वाली मुन्नार की प्राकृतिक सुषमा अनिर्वचनीय है
due to being located at confluence of the rivers of mudrappuzha nallatanni kundala etc unique greenery is seen in munnar	मुद्रप्पुष़ा नल्लतण्णि कुण्डला आदि नदियों के संगम स्थान पर स्थित पहाड़ियों के कारण मुन्नार में अनुपम हरितिमा के दर्शन होते हैं
munnar is a hilly area situated at a height of metres above the sea level	मुन्नार समुद्रतल से मीटर की ऊँचाई पर स्थित पहाड़ी इलाका है
