dwarka is also a dhaam among the chaar dhaams                                                                                                                                                                                                                	द्वारका चार धामों में एक धाम भी है
based on the narathar and kumbhak of vedi bandh and the statues of goddesses and yaksha yakshinis of the jain regime on jangha and based on the edict of a of kumarapala found from the complex of the samadhiswar temple itself it has been considered to be a jain temple	
in the edict of kumarapala is found the evidence of his being a shiva worshipper only	
according to the mohaparajay play of yashpal kumarapal had accepted jain religion in a samvat however late	
the depiction of scenes available in the samadhishwar temple is generally found from all the jain and hindu temples	
the palatial materials and takshak of jain and hindu religions used to be the same	
thus the samadhishwar temple appears to be a shaivite mansion from top to end instead of kumarpala vihara	
the mahesha statue of the shiva of samadhishwar temple that is vamadev is a form of direct bhairav	
the largeness and wonderfulness of the mahesha statue is unique	
the mahesha statue that is vamadev seems to be of later than th century from the point of view of style	
the ground of sanctum sanctorum is lower than the internal canopy	
it appears that this change has been done during renovation	
dr ramnath and several other scholars have tried to identify this mansion and its construction period with the tribhuvan narayan temple built by the parmar ruler bhoja	
according to them this temple was built in a by king bhoja	
its description is in the record found in chirawa	
kalyanpur is located at a distance of kilometres south of udaipur and has been popular as a shaivapeetha	
at present the temple is in extreme dilapidation	
according to found records it has been determined to be of th century	
the statues of the temple are made of parewa stone having some greenishness	
the statues of the temple are at present conserved in the pratap museum and m college udaipur	
ahar mewar region is an important place from the point of view of sculpture	
the ancient names of ahar mewar region is aghatpur atpur and gangodbhed tirtha	
this was a major center of vaishnav sect in the th th century	
mention of a vishnu temple is found in a record of a samvat found in ahar	
a statue of adi varaha was installed in ahar by a vaishnav devotee	
there was a sun temple in ahar	
the proof of the sun temple is found in a record mentioning the contribution of drammas	
in another temple the laxminarayana form of vishnu was worshipped which is now known with the name of mirabai temple	
besides the statues of brahma savitri laxmi narayan sitting on barud uma maheshwar seated on nandi etc in the outer crevices of the temple the scenes of contemporary social life have also been presented	
unwas is famous for the durga temple	
unwas is situated near haldi ghati kilometres away from udaipur	
the durga temple of unwas is renowned with the name of pippaladmata in the common mass	
the durga temple of unwas built in th century is contemporary of the ambika temple of jagat and this is supposed to be built in the regime of a guhil ruler allat	
the durga temple of unwas is counted in the group of the temples of jhalarapatan and jagat built under the matripuja tradition	
in the group of the temples of jhalarapatan and jagat a form of shakti was worshipped uniquely	
in this the mahishmardini form as peaceful and the grandness of varada form has been presented	
compared to sculpture the above mentioned temple of unwas is more important for the study of the development of meaning in architecture	
there is a lack of decorative meanings of the back of the temple	
situated kilometres away from udaipur jagat is known for historical ambika temple	
there are three main parts of this group of temple seminary canopy main temple and a small temple built on the waterway of the main temple	
the use of seminary canopy would have been for musical performances in occasions of the goddess	
both the pillars of the entrance are also almost extinct	
a statue of alaskanya standing on the upper part of these pillars was depicted	
the carved meanings of the peethika is still safe	
situated kilometres away from udaipur nagda has been the ancient capital of guhil rulers	
the record of a samvat certifies the anciency of the nagada place	
at the same time based on the style of archaeological materials nagda does not appear to be so ancient	
possibly ancient monuments would have dilapidated with time	
saas temple is big in size	
as the guhil rulers were suryavanshi this temple of nagda has been dedicated to vishnu	
a four armed vishnu statue is honourably installed in the main crevice of the back of the sanctum sanctorum	
on the external parts of both the temples depiction of making up men and women have been done	
a shakti temple is built on the right side corner of the saas temple in which different forms of shakti have been depicted	
another group of temples near nagda itself is known with the name of eklinga or kailashpuri	
the inscription found from the lakulish temple of nagda is of a and this is the most ancient	
other temples are of th century	
tus is located on the banks of the berach river near udaipur and the sun temple here has an important place in the study of sculpting tradition	
in comparison with the vaishnav sect the sun worship was less popular in the mewar region	
a beautiful landmass located between the western side of the arabian sea and the sahyadri mountain ranges is known by the name of kerala	
the area of the state of kerala is square kilometres	
malayalam language is spoken in kerala	
recognized due to its culture and language specialties kerala has an important place among the four states situated in the south of india	
major neighboring states of kerala are tamil nadu and karnataka	
the landmass known by the name of mayyazhi mahe of the state of pondicherry puducchery is also under the kerala state	
the national territory of lakshadweep situated in the arabian sea also has an unbreakable relation with kerala in view of the language and culture	
before the achievement of independence there were estates of kings in kerala	
in july the state of tirukochi was constituted by joining the estates of tiruvitankur and cochin	
at that time the region of malbar was only a district of the madras state present tamilnadu	
in november malbar was also joined with tirukochi and thus the present kerala was established	
thus by constituting aikya keralam the long time desire of the people of this part of land was fulfilled	
kerala can be proud of its ancient history long time foreign trade relation and the rich tradition of science and arts	
in view of literacy kerala has an important place in the whole country	
kerala has an important place in the areas of social justice health level men women equality and obedience of law education etcetera	
the most important thing is that infant mortality rate is the lowest in kerala	
due to more rains the water mass of the kerala region is rich and the land here is always covered with greenery	
due to excellent weather the good facility of transport and the rich cultural tradition the state of kerala is famous among tourists	
not only this other specialties of kerala are wakened political awareness the impact of media the capacity to absorb other cultures etc	
famous for mutual religious respect kerala is the confluence land of different cultures	
there is no unanimous opinion among scholars on the issue of the derivation of the word kerala	
it is said that the word kerala has been formed with the combination of the words chersthal keechad and alampradesh	
there is another meaning of kerala the land that came out of the sea	
the confluence place of the sea and the mountain is also called kerala	
ancient foreign wanderers have addressed this place with the name of malbaar as well	
the culture of kerala is thousands of years old	
in the beginning people used to live in hilly areas	
some ruins of the ancient stone age have been found from some parts of kerala	
besides the ancient ruins the megalithic commemorative volumes also give authentic information about the human life in kerala	
these megalithic memorabilias are found mostly in the form of crematorium	
many crematoriums of the ancient stone age have been found here	
these are known with the names as kudakkallu umbrellashaped cliffs toppikkallu capshaped stones kalmesha table made of stone muniyara shed of saints nannangadi pit of ashes etc	
their period is supposed to be from b to	
most of commemorative volumes of the megalithic age have been found from the hilly areas	
so it is proved that the residence of the humans was in kerala from the most ancient times	
the second stage of the development of the living centers in kerala is supposed to be the sangam age	
this is the very age of the formation of ancient tamil literature	
sangam age continued from a to a	
it is in this period that people coming from other provinces started settling down in kerala and the propagation of buddhism and jainism occurred	
the brahmin arrival also happened in this very period	
there were overall settlements of the brahmins in different areas of kerala in those days	
the christian religion had reached kerala by the first century of jesus	
in ad christian faithful of the seven tribes of western asia under the leadership of thomas of kanaye came and settled in kerala	
christian religion propaganda got strength in kerala with the seven tribes of the western asia	
the citizen of kerala got acquainted with the islam religion since eighth century itself	
the historians considered the ancient kerala as a part of the tamil region	
the main elements which helped in the independent development of kerala are the citizen s love for nature the development of residential centers rise of industrial center and language enrichment	
a lot of social changes occurred in kerala when the control of agriculture and resources came in the hands of landlords	
as a result development from small estates to large states took place	
thus the history of kerala is the history of empires and wars	
it is a history of language and literature	
it is the history of the arrival of foreign armies and becoming their long term colony it is the history of the casteism and exploitation	
it is the history of the progress occurring in education and promotion taking place in the scientific areas	
it is the history of commercial progress and social renaissance and the emergence of democratic institutions	
for the sake of convenience the history of kerala can be divided into three parts ancient middle age and modern age	
kerala is rich with rare vegetation and animals and bushes	
though there are large trees also here but chinnar is appropriate for all the bushes here	
rare brown colored squirrels which are on the verge of extinction is found here	
the number of these squirrels giant grizzled squirrel of india in the world is about	
here rain ensues very less in comparison with other wild areas of kerala	
rain ensues here only days on an average in a year	
a place named chandanakkadu near chinnar is appropriate for wildlife view	
wild oxen can be seen in this dense forest	
elephant leopard hanumanmonkey peacock etc are seen on both sides of the road	
the nearest railway station ernakulam k	
the nearest airport kochhi international airport k	
this place is filled with fields of large grass and shady trees	
spread in about square kilometres this national park is very charming	
this is the natural living place of the nilgiri cow	
the nilgiri cow is becoming extinct now	
here animals like nilgiri long tailed monkey short tailed monkey leopard tiger etc are also found	
this region is specially conserved so tourists can only enter the tourist area	
there is no permission to go there during the time of monsoon	
gavi is internationally acclaimed ecotourism center	
gavi is under the kerala forest development centre	
the world tourism organization called alistair international has emphasized on the necessity of tourism by the tourists in this area	
gavi is an appropriate place for wild animal observation tracking etc	
local people work cheap for all the works starting from erecting the tent in the forest to providing ready food in gavi	
the travel of gavi starts from the middle of the tea gardens	
crossing the places like mundakkayam kuttikkanam peerumedu etc we go to gavi through vandiperiyar	
one can stay in the ecolodge named green manson after reaching gavi	
if you want to stay in tents after establishing it near a tree or houses made on trees it is also possible	
gavi lake is near ecolodge	
there is boating facility here	
forest field of grass hills valleys garden of cardamom plants etc are seen around the lake	
animals like the nilgiri cow short tailed monkeys etc can be seen at a very close distance	
overall species of birds live here including malmusshkki the bird whose sound echoes in the hills the pied cuckoo woodpecker the blue jay etc	
coming out of gavi we can go ahead	
animals coming out in the night can also be seen by traveling kollur gavi grass gardens kochhu pampa pachhakkanam etc	
living in gavi tree house and tents etc one also gets the opportunity to savor the wildlife	
gavi is k from vandiperiyar and k from tekkadi	
echo point is very appropriate place for adventure tourism and tracking	
echo point falls on the way from munnar to top station	
the area of echo point is surrounded with hills like mankunnu kodiyatturmala tonippara etc and is appropriate for tracking	
ilvishapunchira is near kanjar	
going to kanjara from palaya of kottayam district is easy	
a fascinating waterfall forms with the water falling from a height of metres along with a fierce roar in kanjar	
kanjar waterfall remains filled with water whole year	
kanjar is appropriate for tracking	
enough amount of herbs are found in kanjar	
attukal presents a fascinating scene with waterfall curvy hills	
if you want to visit the whole of goa in the shortest time and with the least money then take the services of the tourist buses	
kanjar is in between munnar and pallivasal	
the natural place for sandal trees in kerala is marayur	
the visiting places of marayur are the sandal factory of the forest department the caves decorated with the stone age images the shady banyan tree expanding over one hectare etc	
tuvanam waterfall rajeev gandhi national park etc are situated near marayur	
the archaeological supremacy of marayur is also no less than others	
stone age caves and several ancient graves have been excavated here	
indoswiss dairy farm is one of the visiting places in mattuppetti	
the indoswiss dairy farm of mattuppetti has been built metres above the sea level	
there are modern cowsheds in indoswiss dairy farm	
from these modern cowsheds only three cowsheds have been opened for tourists	
other sights here are mattupetti dam lake the kundala tea garden kundala lake etcetera	
d has managed the boat travel in this lake	
the center of pallivasal water electricity plan of is situated near mattupetti	
munnar is one of the popular hill stations of india	
the natural splendor of munnar drenching the heart and soul with pleasure is indescribable	
due to being located at confluence of the rivers of mudrappuzha nallatanni kundala etc unique greenery is seen in munnar	
munnar is a hilly area situated at a height of metres above the sea level	
munnar was one of the important summer residences of india	
the british used to reside in munnar during the british regime	
it was the owners of the british gardens who got the tea garden planted in munnar	
it is the specialty of munnar is that here tourists never get bored	
it is good to travel through the middle of the tea garden at a distance of k from munnar town	
there is a dense forest around the dam	
top station is the highest area k away from munnar on munnar kodaikanal road	
it is here that the world famous flower called neelkurinji blooms	
one can also get to see the glimpse of tamilnadu from the top of these hills	
neelkurinji blooms once in twelve years	
this is boon of nature for kerala	
when neelkurinji blooms it seems as if the hills are drowned in blue color	
these flowers are found in about shades of blue color	
when it blooms it appears as if whole nature has bathed in blue color	
this mesmerising view of nature enchants the tourists in the areas of koviloor kadavari rajmala iravikullam munnar	
last time neelkurinji bloomed in	
although neelkurinji blooms every year on some hills but for total blue flower festival we will have to wait till	
tea museum should also be given place in munnar tourism program	
tea museum is in the tea estate known as nalltanni which is under the ownership of tata tea	
important among the ancient items displayed in the tea museum of munnar are the chain of development of tea farming in munnar ancient instruments which were used for transforming the dense forests into tea garden	
tea roller of peltan wheel of parts of the trains running on the light rail track founded in high range for carrying the tea etcetera	
the exhibition of different levels of the production of tea leaf is very attractive	
another important thing is a funeralashespot of second century before christ which you can see	
besides this the traditional systems of tea production tea leaves of different types have also been displayed here	
pandikkushi area of idukki district is appropriate for the photography of forests and wild life	
the abundant nature of pandikkushi and diverse wild life enchant visitors	
pandikkushi is situated on the border of tamilnadu near chellarkovil	
peerumedu is a hill station situated an a height of metres above the sea level	
gardens of tea coffee rubber cardamom eucalyptus etcetera keep the greenery of peerumedu alive	
the field of grass waterfall pine tree etcetera increase the beauty of peerumedu fourfold	
peerumedu is a suitable place for tracking cycling horse riding etcetera	
pulmedu is an evergreen mountain range near the periyar river	
shabarimala temple is visible from peerumedu	
pulmedu falls on the way to shabarimala temple	
we can reach pulmedu by jeep only	
as it is a preserved forest area it is necessary to take permission from the forest department for visit	
chellarkovil is a part of peerumedu itself there are several waterfalls here	
chellarkovil area is rich with extremely charming nature	
standing rock is a part of chellarkovil village	
coming down the standing rock of chellarkovil village is standing up to the coconut gardens situated in kambam of tamilnadu	
vandiperiyar is a nature enriched region	
tea coffee black pepper etcetera are cultivated in vandiperiyar	
periyar river flows through the midst of it	
there is a government agriculture park and a flower garden here	
this hill is the center of fruits flowers vegetables etcetera	
the meaning of the name pattumala is the mountain filled with greenery which appears as if covered with green silk	
the beauty of pattumala situated in peerumedu is transcendental	
pattumala in its beauty is charming the world	
situated on top of the green mountain of pattumala velankanni mata church is a famous pilgrimage	
there is a beautiful park also just near the church	
vandanmedu is world famous cardamom sale center	
there is a crowd of traders of the world over in the auction center of vandanmedu	
idukki is a forest region with dense jungles and fields of grass	
tattekkad comes under the devikulam tehsil of idukki district	
about rare species of birds are found in taddekkad idukki	
therefore the government of kerala has established a bird sanctuary in this area after the name of acclaimed ornithologist dr saleem ali	
the bird sanctuary of tettekkad idukki is world famous	
tattekkad idukki is k away from kochi city	
situated between the two streams of the periyar river tattakkad is an island with an area of square k	
besides several species of birds animals of types large trees nine types of reptiles etcetera are found in tattekadu	
idukki wildlife sanctuary is situated at a height of metres above the sea level	
idukki wildlife sanctuary is spread in an area of square k ms	
idukki wildlife sanctuary comes under the thodupuzha and udumpanchola tehsils	
idukki wildlife sanctuary is a forest area in the middle of periyar and cherutonipuzha	
periyar and chrutonipuzha forest area are evergreen woods in this area	
animals like wild boar tiger etcetera live in periyar and cherutonipuzha	
cobra viper shining serpent mainah nightingale woodpecker sparrow etc are also found in this forest	
idukki wildlife sanctuary is near the idukki dam	
there is also a facility of boat travel from periyar	
vandiperiyar is nature enriched region	
farming of tea coffee black chilly etc are done in vandiperiyar	
periyar river flows from the middle of vandiperiyar	
government agriculture parks and flower gardens are there in vandiperiyar	
vandiperiyar hill is the center of fruitsflowers vegetables etc	
ramakkalmedu is tourist center with calm beautiful atmosphere and slow wind	
views of kambam bodi etcetera are seen at a distance from the hill	
ramakkalmedu is situated k from idukki and k away from munnar	
the buses go for ramakkalmedu in the morning at oclock from munnar oclock from kottayam and oclock from ernakulam	
the famous ayurveda center named sahyadri is in pallikkunnu	
sahyadri ayurveda centre is under the peerumedu development committee	
there is a park of herbal vegetation near sahyadri ayurveda center where in essential medical herbs have been grown for medicine	
besides the treatment of different diseases in sahyadri herbal center welfare treatment i health improvement treatment has also been arranged	
kerala can be proud of periyar wildlife sanctuary	
periyar wildlife sanctuary is situated on the shore of periyar lake	
this region of periyar wildlife sanctuary situated on the western coast is rich with unique greenery	
animals like elephant deer tiger short tailed monkey etc are found here	
hordes of elephant grazing in the dense grass fields of the shore are seen while boating on the river	
we can reach the shila temple mangla devi temple situated at the center of the forest by trekking in thekkady forest	
thekkady is the most appropriate place to capture the pictures of wild elephants	
two institutions in thekkady provide the lodging facility tiruvitankur kings summer bungalow of the lake palace and aranyanivas	
the lake palace is in a small island on the shore of aranyanivas lake	
now both are under the ownership of k	
the mountainous place of trishanku mala is very charming	
an enchanting charm is spread in trishanku mala	
viewing sunset from the top of hills in trishanku mala equals viewing the beauty directly	
but it needs courage to look down from the trishanku mala	
while enjoying the silky touch of the slow wind in trishanku mala it would be an indescribable experience to pass touring the forest areas	
trishanku mala is located at a distance of k from peerumedu and half k from kuttikkanam	
it is said that this hill became famous with the name of peerumala after the name of a sufi saint named peer muhammad	
this is a favorite place of the nomadics and trekking lovers	
kilimanoor palace is k away from thiruvananthapuram railway station	
from the thiruvananthapuram airport kilimanoor palace is k away	
peerumala sufi mausoleum deewan bhawan the summer palatial mansion of the member of royal family are the things worth seeing	
peerumala is k away from peerumedu and one k away from kuttikkanam	
peerumala is k away from kottayam railway station	
kochi international airport the nearest airport of peerumala is k away	
innumerous stories about vagaman are popular	
the matchless beauty of vagaman gives relish to both the eyes and the ears	
it appears that the glimpses of secret beauty has inadvertently appeared on the hills covering itself in greens	
the beauty of this region unveils gradually before the visitors of this greenery standing in vagaman	
there are such hills around vagaman where the tomb of muslim thangal the temple of hindu murugan christian church identified as cruce hill exist	
there is pine forest at the slopes in vagaman	
the dairy farm under the church is also worth visiting	
vagaman is k away from peerumedu one can go to vagaman by bus	
kottayam the nearest railway station of vagaman is an a distance of k	
kochhi international airport the nearest airport of vagaman is at a distance of k	
vattavada is a village located k east of munnar	
vattavada is popular for its natural beauty and calm atmosphere	
different places of tourist attractions in vattavada have not yet come forward completely	
vattavada is worth visiting due to its vegetation parks in the same fashion as is munnar beautiful due to the tea gardens	
vattavada is also situated feet above the sea level still there is no unbearable cold in vattavada during winter days	
vegetables are farmed in vattavada after leveling the ascents of mountain	
different kinds of butterflies and birds are found in vattavada	
the journey to kodaikanal top station mattuppetti kantallur meesapulimala can only be done from vattavada	
for this the journey can also be done by jeep or motorcycle	
services of private agencies are also available for erecting tent in vattavada and the jungle	
vattavada is k far from munnar by road	
the nearest railway station ernakulam junction is k away from vattavada	
kochi international airport is k away from vattavada	
aralam is a wildlife sanctuary	
aralam is spread in an expanse of square k on the slopes of sahyadri	
deer elephants bisons wild boars etcetera roam commonly in aralam	
leopard wild cat and different types of squirrels etcetera can be seen sometimes	
spread in hectares aralam farm is located near it	
aralam is situated k away from thalassery and k away from kannur	
thalassery is the nearest railway station from aralam	
the nearest airport from aralam karipur international airport is k away from thalassery	
the lake known as kavvayi in this part of north kerala spreads matchless grandeur	
canals like kavvayi and kankol vannathichal kuppithodu kuniyan etcetera form into lake	
kavvayi lake is square k long	
for complete enjoyment of the beauty of the lake travel should be done by boat in the kottikottapuram way	
nearest to the kavvayi lake the payyannur railway station is k away	
karipur international airport kannur is the nearest airport of kavvayi lake at a distance of k	
sheltered in pazhayangadi of kannur madayipara is rich with biodiversity and historical tradition	
ezhimala was the capital of kolattunad kings	
coronation of kolattunad kings used to complete in madayipara from th century till th century	
the ruins of the old castle is in the southern valleys of the hill	
a pond is here which has the shape of long handled mirror	
it is said that the construction of the pond was got done by the jews	
other attractions of madayipara are the shaivite temple the pond of the temple spread over an acre and madayi kavu the sacred place in the dense forests	
the organization of madayipuram festival is related to madayi kavu	
other attractions of this hill are fruits and flowers of different species tubers of species hundreds of the herb species meat eater vegetations birds of different species etcetera	
the biggest butterflies of the world atlas butterflies use to come to madayipara for getting hospitality	
considering the historical and zoological specialties of madayipara area the state government has prepared special plans for their conservation	
the nearest railway station of madayipara pazhayangadi is at a distance of k	
the nearest airport from madayipara karipur international airport is at a distance of k	
malayala kalagramam is a training center for artists	
the opportunity to learn several arts and to practice them is provided in malayala kalagramam	
full time training is provided in picture drawing sculpture song dance ceramics etc at malayala kalagramam	
the classes of yoga and sanskrit etc are also run in malayala kalagramam	
seminars on the subjects of the culture and history of kerala are organized in malayala kalagramam	
the library of kalagramam is excellent	
spending a day with the teacher and the students of malayala kalagramam gives a new experience	
malayala kalagramam new mahi is situated at a distance of k from kannur	
mahi is the nearest railway station of malayala kalagramam	
the nearest airport karipur international airport is at a distance of k from malayala kalagramam	
kanimangalam is famous for sculptures and the lamps made of brass	
kanimangalam is near payyannur	
muzhappilangad beach is one of the unique drivein coasts of kerala	
the feeling of journey by a vehicle on the coast of about k long muzhappilangad beach is extraordinary	
several gigantic rocks are standing stopping the encroachment of high waves of the sea at muzhappilangad beach	
many natural pools have formed due to these rocks	
that is why muzhappilangad beach is considered as the heaven of the swimmers	
the coconut trees standing parallel to the coast cast shadow on the coast	
muzhappilangad beach is k far from kannur and k away from thalassery	
kannur the nearest railway station of muzhappilangad beach is k away	
mangalore the nearest airport of muzhappilangad beach is k away while karipur international airport is k away	
payyambalam seacoast is appropriate for spending evening with calm	
till some time ago payyambalam seabank was the center of picnic for the local public	
gradually the arrival of tourists on payyambalam seabank is increasing	
kannur the nearest railway station from payyambalam seacoast is at a distance of k	
the nearest airport from payyambalam the karipur international airport is at a distance of k	
built by portuguese viceroy francisco de almeida in	
the fort made of red stones is in triangular shape	
the dutch had captured the saint angelo fort in and sold to ali king of kannur	
in the british took saint angelo fort under their own dominion and made it the main center of the malabar soldiers	
today the st angelo fort is a conserved monument under the department of archaeology	
a sea wall has been built outside the st angelo fort	
the sea wall saves st angelo fort from the beatings of the waves	
mappila bay fish collection harbor dharmadam island etcetera can be seen while standing at the st angelo fort	
mappila bay harbour is a boon of nature	
mappila bay harbour has been modernized under the indonorwegian project	
dharmdam island whose expanse is acre is only metre away from seashore	
kannur the nearest railway station from st angelo fort is at a distance of k	
the nearest airport from saint angelo karipur international airport is k away	
thalassery has gained special place in the history of kerala	
continuous connection with overseas commercial tradition mature cricket tradition the tradition of circus etcetera are included among the prosperous heritages of thalassery	
the portuguese and the dutch had tried to capture thalassery	
the british army chief arthur miller who had come to capture the pazhassi king stayed in thalassery for a long time	
